Id Person;Name;Profession;Known For Titles
nm0107664;Alfonso Brescia;director,writer,assistant_director;tt0073804,tt0290240,tt0059055,tt0157383
nm0109885;Jean-Claude Brisseau;director,writer,actor;tt0287963,tt0094959,tt0103932,tt2332514
nm0110300;Stéphane Brizé;director,writer,actor;tt7555774,tt4428814,tt1285246,tt5078134
nm0111332;Harry Bromley Davenport;director,producer,actor;tt0142913,tt0086610,tt0166179,tt0201330
nm0111845;Adam Brooks;writer,producer,director;tt0832266,tt5212822,tt0317198,tt0113117
nm0112374;Nick Broomfield;director,producer,writer;tt0872202,tt0870211,tt0103634,tt0083105
nm0112456;Peter Brosens;producer,director,writer;tt4818804,tt2298820,tt1318022,tt0475241
nm0113477;Dylan Brown;animation_department,miscellaneous,director;tt0317705,tt0266543,tt0120623,tt0382932
nm0116497;John Bruno;animation_department,art_department,visual_effects;tt0499549,tt0120338,tt0096754,tt0103064
nm0116661;Giovanni Brusadori;actor,writer,assistant_director;tt0077520,tt0075039,tt0071405,tt0164539
nm0121169;Stuart Burge;director,producer,actor;tt0173599,tt0969924,tt0058846,tt0092462
nm0123666;Mark Burton;writer,miscellaneous,producer;tt2872750,tt0312004,tt0351283,tt0377981
nm0126440;John Byrum;writer,producer,director;tt0073172,tt0134630,tt0087980,tt0080854
nm0127294;Wolfgang Büld;writer,director,actor;tt6012750,tt0083999,tt0084403,tt0385846
nm0128050;Michael Cacoyannis;director,writer,producer;tt0057831,tt0055950,tt0196536,tt0139413
nm0128764;Mario Caiano;director,writer,assistant_director;tt0074902,tt0067513,tt0183477,tt0061013
nm0132709;Martin Campbell;director,producer,actor;tt0381061,tt0190865,tt0113189,tt1226273
nm0133326;Sebastián Lelio;director,writer,editor;tt5639354,tt9288822,tt6108178,tt2425486
nm0133899;Guillaume Canet;actor,writer,director;tt0364517,tt0362225,tt0424205,tt1440232
nm0136021;Leos Carax;director,actor,writer;tt2076220,tt6217926,tt0091497,tt0976060
nm0137228;Christian Carion;director,writer,actor;tt0424205,tt0240149,tt13234058,tt14586118
nm0138620;Joe Carnahan;producer,writer,director;tt0475394,tt0429493,tt0272207,tt5748448
nm0138809;John Carney;director,producer,writer;tt3544112,tt0907657,tt25471950,tt1980929
nm0140257;Michael Carreras;producer,director,writer;tt0051554,tt0057678,tt0063240,tt0062150
nm0140617;Gareth Carrivick;director,production_manager,miscellaneous;tt0910554,tt0211948,tt0844575,tt0118428
nm0142286;D.J. Caruso;director,producer,writer;tt1464540,tt1059786,tt0113972,tt0107843
nm0142587;Steve Carver;director,cinematographer,producer;tt0085862,tt0082350,tt0260421,tt0114973
nm0143007;Guy Casaril;director,writer,assistant_director;tt0062686,tt0069173,tt0066164,tt0071995
nm0143900;Henry Cass;director,writer,producer;tt0247541,tt0040605,tt0215808,tt0050274
nm0144689;Franco Castellano;writer,director,assistant_director;tt0080439,tt0058298,tt0082562,tt0079837
nm0144758;Enzo G. Castellari;director,actor,assistant_director;tt0088940,tt0084424,tt0074586,tt0089104
nm0146351;Mimmo Cattarinich;camera_department,writer,director;tt0101026,tt0077682,tt0081303,tt0103030
nm0146709;Alberto Cavalcanti;director,producer,writer;tt0184327,tt0037635,tt0039895,tt0184757
nm0146960;Liliana Cavani;director,writer,miscellaneous;tt0067537,tt0106765,tt0071910,tt0088789
nm0146974;Paolo Cavara;writer,director,assistant_director;tt0062063,tt0242290,tt0057318,tt0064877
nm0148511;Nacho Cerdá;director,producer,writer;tt0165297,tt0475937,tt0159241,tt0361862
nm0149446;Gurinder Chadha;writer,producer,director;tt0286499,tt8266310,tt0963743,tt0401711
nm0149491;Justin Chadwick;director,actor,producer;tt2304771,tt0790663,tt0442632,tt0491203
nm0149548;Don Chaffey;director,art_director,art_department;tt0057197,tt0076538,tt0054518,tt0059072
nm0151653;Cheh Chang;director,writer,music_department;tt0065450,tt0060350,tt0097984,tt0080621
nm0154312;Pascal Chaumeil;director,assistant_director,writer;tt1465487,tt0119116,tt1986843,tt0110413
nm0155093;Peter Chelsom;director,writer,actor;tt3922818,tt0240890,tt1626146,tt0113133
nm0155528;Yarrow Cheney;animation_department,production_designer,director;tt1323594,tt2709692,tt1690953,tt1482459
nm0158984;Sylvain Chomet;director,writer,animation_department;tt0286244,tt0775489,tt0401711,tt0127710
nm0159154;Joyce Chopra;director,producer,editor;tt0100003,tt0090037,tt0828151,tt1503716
nm0160108;Christian-Jaque;director,writer,production_designer;tt0044602,tt0049703,tt0029394,tt0039061
nm0161330;Cindy Chupack;producer,writer,miscellaneous;tt0159206,tt1442437,tt1582454,tt0115167
nm0162030;Nando Cicero;director,actor,writer;tt0066027,tt0069775,tt0086088,tt0066784
nm0163706;Bob Clark;director,writer,producer;tt0085334,tt0118665,tt0084522,tt0071222
nm0164929;Noel Clarke;actor,producer,writer;tt5193784,tt1408101,tt1464763,tt0436992
nm0165412;James Clavell;writer,director,producer;tt0057115,tt0051622,tt0062376,tt0065969
nm0165583;Thomas Clay;director,writer,composer;tt5686112,tt1224455,tt0459387,tt0282010
nm0166018;Brian Clemens;writer,producer,miscellaneous;tt0054518,tt0102034,tt0075561,tt0067727
nm0166438;Laure de Clermont-Tonnerre;actress,director,producer;tt5952594,tt3755218,tt2415182,tt0401383
nm0167241;Henri-Georges Clouzot;writer,director,producer;tt0046268,tt0046911,tt0041634,tt0054452
nm0167496;René Clément;director,writer,actor;tt0054189,tt0043686,tt0038334,tt0039615
nm0168413;Jean Cocteau;writer,actor,director;tt0038348,tt0041719,tt0039135,tt0054377
nm0170043;Isabel Coixet;director,writer,producer;tt0314412,tt0430576,tt3127022,tt0401711
nm0170113;Harley Cokeliss;director,producer,writer;tt0084887,tt0095063,tt0192075,tt0080684
nm0170719;Nigel Cole;director,actor,assistant_director;tt0337909,tt0195234,tt0391304,tt1371155
nm0172772;Peter Collinson;director,producer,writer;tt0064505,tt0063237,tt0062426,tt0076832
nm0172989;Laetitia Colombani;actress,writer,director;tt0291579,tt19894774,tt1213922,tt0442028
nm0175775;Kerry Conran;director,writer,visual_effects;tt0346156,tt0447722,tt2516350,tt2272364
nm0176699;Jack Conway;director,actor,producer;tt0025948,tt0025173,tt0019400,tt0016300
nm0176905;Barry Cook;visual_effects,director,writer;tt0120762,tt1430607,tt0103639,tt0101414
nm0177774;Ray Cooney;writer,actor,producer;tt1965057,tt0070459,tt0074977,tt8413862
nm0179023;Coralie Trinh Thi;actress,director,writer;tt0249380,tt0278089,tt0112951,tt0117296
nm0179281;Sergio Corbucci;writer,director,actor;tt0060315,tt0063032,tt0176768,tt0085327
nm0179697;Ericson Core;cinematographer,director,camera_department;tt0232500,tt2058673,tt0445990,tt0120784
nm0180428;Joe Cornish;writer,director,editor;tt1478964,tt0478970,tt0983193,tt6811018
nm0181117;Catherine Corsini;director,writer,actress;tt13321730,tt4080768,tt2369497,tt8260226
nm0181579;Rodrigo Cortés;editor,director,writer;tt1462758,tt15444704,tt1748179,tt26451073
nm0181820;Brian Cosgrove;producer,director,writer;tt0081848,tt0086829,tt0096866,tt0497006
nm0181902;George P. Cosmatos;director,assistant_director,writer;tt0089880,tt0097737,tt0090859,tt0070592
nm0181903;Panos Cosmatos;writer,director,producer;tt6998518,tt1534085,tt8415836,tt0108358
nm0187740;Emanuele Crialese;writer,director,producer;tt0286516,tt1641410,tt0465188,tt0158833
nm0187769;Charles Crichton;director,editor,writer;tt0095159,tt0037635,tt0045201,tt0044829
nm0188165;Michael Cristofer;actor,writer,director;tt0112864,tt0218922,tt0099165,tt0094332
nm0188601;Robert Crombie;director,writer,producer;tt0937373,tt0240436,tt1678051,tt1502417
nm0190780;Gabor Csupo;producer,writer,animation_department;tt8741368,tt0096697,tt0398808,tt0167743
nm0190859;Alfonso Cuarón;writer,producer,director;tt1454468,tt0245574,tt0206634,tt6155172
nm0193508;Simon Curtis;producer,director;tt1653665,tt1655420,tt2404425,tt0840094
nm0194943;Marijan Vajda;director,writer,editor;tt0217575,tt0074920,tt0194346,tt0181178
nm0195439;James D'Arcy;actor,director,writer;tt1371111,tt0311113,tt0429573,tt5013056
nm0196860;Olivier Dahan;director,writer,producer;tt0450188,tt0295004,tt5096808,tt1193507
nm0197636;Stephen Daldry;producer,director,miscellaneous;tt0976051,tt0274558,tt0249462,tt0477302
nm0198014;Massimo Dallamano;cinematographer,writer,director;tt0310231,tt0058461,tt0068416,tt0059578
nm0198991;Mel Damski;director,producer,assistant_director;tt0491738,tt0075528,tt0141856,tt0073965
nm0200702;Dany Boon;actor,writer,producer;tt1064932,tt0424205,tt5736696,tt1149361
nm0201094;Jean-Pierre Dardenne;producer,director,writer;tt2737050,tt1827512,tt0456396,tt1186369
nm0201095;Luc Dardenne;producer,director,writer;tt2737050,tt1827512,tt0456396,tt1186369
nm0202088;Jules Dassin;director,writer,producer;tt0048021,tt0054198,tt0050237,tt0056346
nm0203993;Terence Davies;writer,director,actor;tt0095037,tt0200720,tt6852178,tt1232790
nm0204471;Desmond Davis;camera_department,director,writer;tt0060532,tt0082186,tt0058142,tt0086310
nm0206760;Jonathan Dayton;director,producer,writer;tt0449059,tt1839492,tt4622512,tt28928923
nm0208332;Lionello De Felice;writer,director,assistant_director;tt0046842,tt0045739,tt0055867,tt0052052
nm0209303;Luis de la Madrid;editor,editorial_department,producer;tt0361862,tt9786512,tt3340880,tt14400246
nm0210811;Jean Rollin;director,writer,actor;tt0081250,tt0081322,tt0203060,tt0203067
nm0213136;Basil Dearden;director,producer,writer;tt0053242,tt0037635,tt0039398,tt0055597
nm0213139;James Dearden;writer,director,producer;tt0093010,tt0087071,tt0169703,tt0095827
nm0213499;Guy Debord;writer,director,actor;tt0240610,tt0410096,tt0085809,tt0481821
nm0214320;Andy De Emmony;director,assistant_director,producer;tt1441956,tt2763790,tt0490126,tt0086807
nm0214857;Jérémie Degruson;art_director,director,animation_department;tt20221460,tt3148834,tt9204164,tt5715410
nm0215299;Steven S. DeKnight;producer,writer,director;tt2557478,tt3322312,tt0162065,tt5774002
nm0216214;Camille Delamarre;director,editor,assistant_director;tt2674924,tt2938956,tt1430612,tt1592525
nm0216381;Jean Delannoy;director,writer,editor;tt0042401,tt0039004,tt0050669,tt0045122
nm0218621;James DeMonaco;writer,producer,director;tt2975578,tt4094724,tt6133466,tt2184339
nm0218840;Jacques Demy;director,writer,actor;tt0058450,tt0084843,tt0062873,tt0055093
nm0219959;Ruggero Deodato;director,assistant_director,writer;tt9301428,tt0078935,tt0060315,tt0498353
nm0221423;Brian Desmond Hurst;director,writer,producer;tt0044008,tt0031757,tt0034446,tt0026930
nm0221591;Virginie Despentes;writer,director,actress;tt0249380,tt1688064,tt1576434,tt0263496
nm0227460;Dinos Dimopoulos;director,writer,actor;tt0136481,tt0055119,tt0135136,tt0167773
nm0228542;Christian Ditter;director,writer,producer;tt1292566,tt9849210,tt1638002,tt29011445
nm0232795;Clive Donner;director,editor,editorial_department;tt0058164,tt0058415,tt0071938,tt0044008
nm0236226;Michael Dowse;director,producer,writer;tt0388139,tt1486834,tt7734218,tt1456635
nm0238621;David Drury;director,producer;tt0089009,tt1008108,tt0106104,tt0155451
nm0239001;Fabrice du Welz;director,writer,actor;tt3218580,tt7715270,tt0407621,tt1029241
nm0240201;Slatan Dudow;director,writer,assistant_director;tt0044635,tt0053415,tt0049292,tt0056933
nm0240870;George Dugdale;director,writer;tt0100038,tt0091969
nm0241090;John Duigan;writer,director,actor;tt0094347,tt0338097,tt0083331,tt0101898
nm0241563;Bogdan Dreyer;director,writer,producer;tt0111406,tt0166687,tt0100845,tt0439488
nm0242945;George Dunning;producer,director,animation_department;tt0063823,tt0321262,tt0475586,tt0270263
nm0247642;George Eastman;writer,actor,director;tt0083565,tt0091166,tt0084424,tt0189568
nm0248054;Thom Eberhardt;director,writer,producer;tt0096454,tt0104437,tt0087799,tt0238550
nm0248942;Uli Edel;director,writer,producer;tt0765432,tt0082176,tt2293522,tt0097714
nm0249528;Adrian Edmondson;actor,writer,director;tt6712476,tt2527336,tt3910804,tt0103376
nm0250315;Robert Edwards;writer,producer,director;tt3662066,tt0433405,tt0117294,tt9139208
nm0252135;Breck Eisner;director,producer,actor;tt3230854,tt0455407,tt0318649,tt1618442
nm0254632;Stephan Elliott;director,writer,assistant_director;tt0109045,tt0808244,tt0120662,tt0106963
nm0256831;Cy Endfield;director,writer,producer;tt0058777,tt0051713,tt0040112,tt0052170
nm0257646;Jonathan English;producer,director,writer;tt1233301,tt0415160,tt2404583,tt5674650
nm0258015;Ray Enright;director,writer,editor;tt0021405,tt0024679,tt0025290,tt0017934
nm0258531;Rob Epstein;producer,director,writer;tt0112651,tt1049402,tt0088275,tt0236576
nm0258712;Luciano Ercoli;producer,director,writer;tt0070836,tt0065677,tt0068971,tt0067446
nm0262693;David Mickey Evans;director,writer,producer;tt0108037,tt8892276,tt0105211,tt0116165
nm0264348;Mark Ezra;writer,director,producer;tt0166396,tt1740762,tt0251504,tt0091969
nm0267287;Coralie Fargeat;writer,director,actress;tt17526714,tt6738136,tt0396909,tt4268262
nm0267512;Valerie Faris;director,producer,writer;tt0449059,tt1839492,tt4622512,tt11527058
nm0269463;Jon Favreau;producer,actor,writer;tt2883512,tt0371746,tt0117802,tt8111088
nm0271402;Sam Fell;director,writer,actor;tt0424095,tt1623288,tt0420238,tt8337264
nm0274659;Marco Ferreri;writer,director,actor;tt0086410,tt0067896,tt0053724,tt0094841
nm0275034;Giorgio Ferroni;director,writer,editor;tt0058289,tt0208369,tt0158471,tt0054650
nm0275286;David S. Goyer;writer,producer,director;tt0118929,tt0468569,tt0372784,tt1441135
nm0275421;Louis Feuillade;director,writer,producer;tt0006206,tt0009905,tt0011110,tt0014897
nm0275629;Glenn Ficarra;producer,writer,director;tt1045772,tt0239395,tt5555260,tt2381941
nm0276349;Shane Meadows;director,writer,producer;tt0480025,tt0419677,tt0120391,tt2528254
nm0279807;Terence Fisher;director,editor,editorial_department;tt0051554,tt0045787,tt0046041,tt0050280
nm0280416;Ian Fitzgibbon;director,actor,writer;tt1384927,tt1139319,tt2319283,tt7615436
nm0280745;Stefan Fjeldmark;director,animation_department,assistant_director;tt0386820,tt0168856,tt0371552,tt0104254
nm0281865;Gordon Flemyng;director,producer,writer;tt0054518,tt0063636,tt0059126,tt0076541
nm0282425;Peter Flinth;director,assistant_director,miscellaneous;tt0837106,tt1794886,tt0907702,tt2200989
nm0283377;Per Fly;director,writer,actor;tt0245027,tt0328844,tt0424971,tt2112206
nm0283500;John Flynn;director,assistant_director,writer;tt0102614,tt0097770,tt0071960,tt0076637
nm0284774;Anne Fontaine;actress,writer,director;tt1035736,tt4370784,tt5989394,tt0119773
nm0285302;Bryan Forbes;actor,writer,director;tt0054953,tt0058557,tt0061180,tt0087777
nm0285683;Howard J. Ford;director,writer,producer;tt26451068,tt5613018,tt6805938,tt3833474
nm0286975;Marc Forster;producer,director,writer;tt0816711,tt0308644,tt0419887,tt0285742
nm0288958;Andy Milligan;director,cinematographer,writer;tt0216679,tt0216681,tt0132354,tt0068911
nm0289576;Claudio Fragasso;writer,director,actor;tt0105643,tt0211032,tt0114078,tt0094620
nm0289800;David France;producer,director,writer;tt2124803,tt11394200,tt5233558,tt14153420
nm0290802;Georges Franju;director,writer,composer;tt0053459,tt0056581,tt0058650,tt0055308
nm0291548;Sidney Franklin;director,producer,writer;tt0028944,tt0008974,tt0187473,tt0013611
nm0292720;Riccardo Freda;writer,director,editor;tt0039629,tt3097918,tt0034660,tt0039255
nm0293707;Hugo Fregonese;director,writer,assistant_director;tt0143110,tt0044940,tt0060942,tt0058667
nm0293726;Christian Frei;producer,director,writer;tt0309061,tt0478157,tt1496460,tt3195056
nm0294243;Charles Frend;director,editor,writer;tt0049845,tt0040761,tt0031385,tt0050168
nm0294457;Thor Freudenthal;director,producer,art_department;tt0440979,tt0119282,tt3848206,tt1196141
nm0294505;Bart Freundlich;director,writer,producer;tt0119746,tt4623856,tt0427968,tt3502172
nm0295243;Jeffrey Friedman;director,producer,editor;tt10011448,tt0112651,tt1049402,tt0097099
nm0297523;Robert Fuest;director,production_designer,writer;tt0070289,tt0068503,tt0066740,tt0054518
nm0299586;Zoltán Fábri;director,writer,production_designer;tt0058218,tt0082988,tt0075467,tt0057354
nm0299603;Claudio Fäh;director,visual_effects,producer;tt2290553,tt6276768,tt6349302,tt1571243
nm0299621;Max Färberböck;director,writer,producer;tt0821060,tt0130444,tt0273295,tt1035730
nm0302780;Florian Gallenberger;director,writer,producer;tt4005402,tt0216131,tt0360960,tt1124377
nm0304521;Christophe Gans;director,writer,producer;tt0237534,tt0112750,tt2316801,tt0384537
nm0304541;Dennis Gansel;director,writer,producer;tt1063669,tt0384369,tt1692504,tt3522806
nm0304921;Sam Garbarski;director,writer,actor;tt0762110,tt5609734,tt2203898,tt1266037
nm0307497;Alex Garland;writer,producer,director;tt0470752,tt2798920,tt17279496,tt13841850
nm0308042;Philippe Garrel;writer,director,editor;tt0443844,tt0102137,tt5642124,tt0085839
nm0308520;Matteo Garrone;camera_department,director,writer;tt6768578,tt3278330,tt0929425,tt14225838
nm0310673;Sarah Gavron;director,producer;tt3077214,tt9067182,tt0940585,tt0256891
nm0313227;Henrik Ruben Genz;director,producer,script_department;tt1087890,tt0414195,tt0191850,tt1731970
nm0314584;Pietro Germi;writer,director,actor;tt0049207,tt0055913,tt0062271,tt0053039
nm0315041;Ricky Gervais;writer,producer,actor;tt0290978,tt1058017,tt0445114,tt0995039
nm0316306;Xavier Giannoli;writer,director,producer;tt4428788,tt10505316,tt1198385,tt0157828
nm0317638;Tony Giglio;director,writer,producer;tt0402910,tt2823574,tt1520211,tt0114214
nm0317834;Mateo Gil;writer,director,assistant_director;tt1186830,tt0125659,tt0369702,tt4074928
nm0318150;Lewis Gilbert;director,writer,producer;tt0060086,tt0085478,tt0079574,tt0113269
nm0318947;Jim Gillespie;director,producer,assistant_director;tt0119345,tt0160184,tt0239078,tt2782844
nm0319148;Sidney Gilliat;writer,producer,director;tt0042522,tt0030341,tt0047948,tt0037950
nm0319241;John Gilling;director,writer,assistant_director;tt0056350,tt0049248,tt0063893,tt0044931
nm0320592;Franco Giraldi;director,writer,assistant_director;tt0070613,tt0058461,tt5432102,tt0188348
nm0320929;Francis Girod;director,actor,writer;tt0086988,tt0284573,tt0072320,tt0117303
nm0322242;Jonathan Glazer;director,writer,producer;tt1441395,tt7160372,tt0337876,tt0203119
nm0322515;John Glen;editor,director,assistant_director;tt0082398,tt0093428,tt0097742,tt0086034
nm0322533;Kenneth Glenaan;director,actor,script_department;tt0420333,tt1198144,tt1748888,tt0295275
nm0323758;Andy Goddard;director,producer,writer;tt3455740,tt0122589,tt17220216,tt0296830
nm0323795;Jim Goddard;director,production_designer,writer;tt0091934,tt0085044,tt0086990,tt0054518
nm0324995;Jack Gold;director,producer,miscellaneous;tt0075627,tt0070436,tt0165592,tt0793509
nm0325776;Gary Goldman;producer,animation_department,director;tt0118617,tt0096787,tt0120913,tt0084649
nm0326450;Richard Starzak;writer,director,miscellaneous;tt2872750,tt0983983,tt0324742,tt0219086
nm0326740;Srdan Golubovic;director,producer,writer;tt0292432,tt9048802,tt0478813,tt1839522
nm0331453;René Goscinny;writer,producer,actor;tt0133385,tt0463872,tt0250223,tt0072901
nm0331532;Raja Gosnell;editor,director,editorial_department;tt0208003,tt0151738,tt1014775,tt0331632
nm0331956;Carl Gottlieb;writer,producer,actor;tt0077766,tt0082146,tt0085450
nm0336076;Jorge Grau;writer,director,actor;tt0056287,tt0058071,tt0065545,tt0071431
nm0336139;Walter Grauman;director,producer,writer;tt0059971,tt0066179,tt0060531,tt0052520
nm0336695;James Gray;director,writer,producer;tt1951181,tt2935510,tt1212428,tt1103275
nm0337885;Guy Green;director,cinematographer,camera_department;tt0038574,tt0053602,tt0059573,tt0039195
nm0338283;Rob Green;writer,director,editorial_department;tt0097742,tt0109836,tt0126704,tt0252963
nm0339030;Paul Greengrass;director,producer,writer;tt0475276,tt0280491,tt6878306,tt7280898
nm0340037;Leslie Greif;producer,writer,director;tt1985443,tt13111040,tt5583410,tt1993391
nm0341132;Camille Griffin;director,writer,camera_department;tt11628854
nm0342120;Hugo Grimaldi;music_department,miscellaneous,producer;tt0059486,tt9247554,tt0059290,tt0055294
nm0342872;Jacco Groen;director,editor,writer;tt1986951,tt0111232,tt0251698,tt29539755
nm0343260;Ulu Grosbard;production_manager,director,assistant_director;tt0113158,tt0083232,tt0087233,tt0067980
nm0345174;Luca Guadagnino;director,producer,writer;tt16426418,tt5726616,tt1034415,tt10168670
nm0346436;Val Guest;writer,director,producer;tt0054790,tt0053900,tt0061452,tt0066561
nm0347086;John Guillermin;director,writer,producer;tt0072308,tt0077413,tt0074751,tt0179408
nm0347552;Graham Guit;director,actor,writer;tt0143337,tt31325397,tt0325948,tt1160012
nm0348175;Gilbert Gunn;director,writer,producer;tt0051662,tt2997730,tt0216783,tt0053141
nm0350574;Imre Gyöngyössy;writer,director,editor;tt0154753,tt0103023,tt0154244,tt0072240
nm0350758;József Gémes;animation_department,production_manager,director;tt0847478,tt0262344,tt0136650,tt0098598
nm0352968;Lucile Hadzihalilovic;writer,director,editor;tt0375233,tt4291590,tt0115735,tt10062338
nm0353592;Piers Haggard;director,writer,script_department;tt0177655,tt0077060,tt0060176,tt0084854
nm0353870;Alexander Hahn;director,producer,writer;tt0466456,tt1836059,tt0366703,tt6779028
nm0354091;Andrew Haigh;producer,director,writer;tt21192142,tt7660970,tt5340300,tt3544082
nm0356867;Arto Halonen;producer,director,writer;tt6353036,tt1428453,tt9156080,tt4614910
nm0357607;Robert Hamer;director,writer,editor;tt0041546,tt0037635,tt0046970,tt0040481
nm0357891;Guy Hamilton;director,assistant_director,writer;tt0070328,tt0058150,tt0071807,tt0066995
nm0359734;Michael Haneke;writer,director,actor;tt0387898,tt1149362,tt1602620,tt0119167
nm0361135;Mia Hansen-Løve;director,writer,actress;tt4120176,tt13482828,tt1356928,tt6910282
nm0362566;Catherine Hardwicke;director,production_designer,producer;tt1099212,tt0328538,tt0355702,tt5941692
nm0362736;Robin Hardy;actor,writer,director;tt0070917,tt0091032,tt0097375,tt0323808
nm0364805;James B. Harris;producer,writer,director;tt0049406,tt0387877,tt0050825,tt0056193
nm0366708;Robert Hartford-Davis;director,producer,writer;tt0059237,tt0068281,tt0060936,tt0064943
nm0368530;Patrick Hasson;editor,director,writer;tt0427130,tt0270059,tt1601470,tt2486278
nm0370510;John Hay;director,writer,producer;tt7598106,tt1806954,tt0238660,tt0295635
nm0370868;Sidney Hayers;director,producer,editor;tt0056279,tt0105930,tt0054518,tt0075784
nm0371955;Stuart Hazeldine;writer,producer,director;tt2872518,tt1258197,tt1480287,tt1431130
nm0372509;Peter Hearn;producer,writer,director;tt2501366,tt15512500,tt0430957,tt32112871
nm0373798;Michael Hegner;writer,director,miscellaneous;tt0396042,tt0885415,tt29405849,tt0168856
nm0376487;John Henderson;director,writer,producer;tt0113682,tt0096527,tt0435597,tt2086606
nm0379179;Mark Herman;writer,director,editor;tt0914798,tt0115744,tt0246875,tt0147004
nm0381638;Gordon Hessler;producer,director,writer;tt0089835,tt0067457,tt0097435,tt0064949
nm0382776;Anthony Hickox;director,actor,writer;tt0096426,tt0104409,tt0119947,tt0810924
nm0382779;Douglas Hickox;assistant_director,director,archive_footage;tt0088816,tt0069273,tt0070791,tt0085692
nm0382956;Scott Hicks;director,writer,assistant_director;tt0117631,tt0098275,tt0120834,tt1327194
nm0383776;John Hilbard;writer,director,producer;tt0075302,tt0073123,tt0073431,tt0068974
nm0384342;James Hill;director,producer,writer;tt0057149,tt0053866,tt0078713,tt0064283
nm0384722;Tim Hill;writer,producer,director;tt0206512,tt0101235,tt0952640,tt0455499
nm0384886;Fredrik Hiller;actor,director,writer;tt2306299,tt0920489,tt0442933,tt0826960
nm0386570;Oliver Hirschbiegel;director,producer,writer;tt0250258,tt0363163,tt1238291,tt0427392
nm0387706;Gregory Hoblit;producer,director,actor;tt0081873,tt0186151,tt0106079,tt0117381
nm0389712;Joanna Hogg;director,writer,producer;tt6920356,tt6992978,tt1107850,tt13874422
nm0391679;Jon Holmberg;director,writer,script_department;tt7474512,tt11092170,tt30217143,tt0119249
nm0393234;Hong Khaou;director,writer,actor;tt2560102,tt8090564,tt1808493,tt16493232
nm0393394;Christophe Honoré;writer,director,actor;tt7534054,tt0996605,tt1263778,tt32086069
nm0394199;Joel Hopkins;director,writer,editor;tt0273300,tt1046947,tt2234261,tt5153236
nm0394280;Stephen Hopkins;producer,director,miscellaneous;tt0120738,tt0097981,tt0100403,tt0352520
nm0394841;Hans Horn;assistant_director,editor,director;tt0426578,tt0470055,tt0119041,tt15264026
nm0395091;Ashley Horner;producer,director,camera_department;tt0249462,tt1468313,tt0825273,tt5732616
nm0396421;John Hough;assistant_director,director,producer;tt1427298,tt0054518,tt0070294,tt0090729
nm0398185;Peter Howitt;actor,director,writer;tt0120148,tt0417586,tt0274166,tt0218817
nm0399524;John Hubley;animation_department,director,producer;tt0055246,tt0056075,tt0060503,tt0075953
nm0399853;Hugh Hudson;director,producer,writer;tt0082158,tt0087365,tt0290897,tt0167203
nm0400731;Ken Hughes;writer,director,producer;tt0062803,tt0054403,tt0082812,tt0061452
nm0400850;Patrick Hughes;director,writer,producer;tt1530983,tt11671006,tt1959563,tt2333784
nm0400958;Terry Hughes;director,producer,miscellaneous;tt0088526,tt0066721,tt0176357,tt0115082
nm0402365;Bruce Hunt;assistant_director,visual_effects,director;tt0133093,tt15940132,tt1270761,tt0118929
nm0402597;Peter R. Hunt;editor,director,producer;tt0064757,tt0055928,tt0062512,tt0059800
nm0404014;Waris Hussein;director,producer,actor;tt0067601,tt0080212,tt0065085,tt0088951
nm0404606;Brian G. Hutton;actor,director,soundtrack;tt0065207,tt0065938,tt0070444,tt0063621
nm0405605;Klaus Härö;director,miscellaneous,assistant_director;tt1364487,tt0343221,tt2534634,tt0330911
nm0405632;Mikael Håfström;writer,director,assistant_director;tt0338309,tt0450385,tt1161864,tt0298412
nm0406334;Armando Iannucci;writer,producer,director;tt4686844,tt1759761,tt1226774,tt0459159
nm0407061;Eloy de la Iglesia;writer,director,actor;tt0353818,tt0080554,tt0077438,tt0078192
nm0407071;Miguel Iglesias;director,writer,producer;tt0071422,tt0073242,tt0066242,tt0054728
nm0408101;Thomas Imbach;producer,director,writer;tt1555069,tt0272647,tt1556690
nm0410139;John Irvin;director,writer,producer;tt0111712,tt0091828,tt0093137,tt4171652
nm0412465;James Ivory;director,writer,producer;tt5726616,tt0091867,tt0107943,tt0104454
nm0415207;Luc Jacquet;director,writer,cinematographer;tt0428803,tt4466550,tt2873250,tt0756648
nm0415245;Benoît Jacquot;director,writer,actor;tt1753813,tt0157208,tt0407342,tt2822742
nm0415333;Just Jaeckin;director,actor,writer;tt0087903,tt0071464,tt0077689,tt0082640
nm0415714;Thomas Jahn;director,writer,cinematographer;tt0119472,tt6127960,tt0168023,tt4114478
nm0416036;Juraj Jakubisko;director,writer,cinematographer;tt0089800,tt0469640,tt0061884,tt0119771
nm0417054;Jerry Jameson;editorial_department,director,producer;tt0127637,tt0075648,tt0081400,tt0062589
nm0418659;Eugene Jarecki;director,producer,writer;tt0436971,tt1822382,tt0326306,tt0486531
nm0418724;Stefan Jarl;director,writer,producer;tt2738218,tt0098475,tt0078784,tt0090027
nm0418982;Julian Jarrold;director,producer,actor;tt0434124,tt0416508,tt0412536,tt1831575
nm0420383;Lionel Jeffries;actor,writer,director;tt0062803,tt0058100,tt0061439,tt0061022
nm0420938;Patrick Jenkins;assistant_director,miscellaneous,director;tt0044649,tt0040970,tt0041704,tt0171124
nm0420941;Patty Jenkins;director,producer,writer;tt0451279,tt0340855,tt1637727,tt0367279
