Id Person;Name;Profession;Known For Titles
nm0422484;Norman Jewison;director,producer,actor;tt0070239,tt0061811,tt0093565,tt0174856
nm0423333;Phil Joanou;director,assistant_director,writer;tt0100685,tt0096328,tt0094138,tt0104265
nm0423428;Richard Jobson;director,writer,producer;tt0331338,tt1183908,tt0441818,tt1913172
nm0423646;Roland Joffé;producer,director,writer;tt0091530,tt0087553,tt6802798,tt0114345
nm0423711;Steen Johannessen;editor,editorial_department,sound_department;tt6333074,tt0790465,tt0392049,tt0337606
nm0425593;Lamont Johnson;director,actor,producer;tt0090285,tt0074802,tt0095242,tt0057780
nm0425957;Patrick Read Johnson;writer,director,visual_effects;tt0326716,tt0116136,tt0096928,tt0100666
nm0427037;Antti J. Jokinen;director,producer,writer;tt5072350,tt1334102,tt1714205,tt9742588
nm0427323;Stefan Jonas;director,producer,cinematographer;tt0117604,tt0395585,tt0402127,tt0367478
nm0428600;Kirk Jones;director,writer,producer;tt0166396,tt0780511,tt1586265,tt0396752
nm0429517;Ate de Jong;director,writer,producer;tt2363219,tt2824852,tt0101775,tt21329510
nm0434035;Barna Kabay;director,producer,writer;tt0154753,tt0212233,tt0130026,tt0154244
nm0438090;Asif Kapadia;producer,director,writer;tt0295682,tt22042346,tt1424432,tt2870648
nm0440913;Mathieu Kassovitz;actor,director,writer;tt0211915,tt0113247,tt0119116,tt0228786
nm0442109;Charlie Kaufman;writer,producer,miscellaneous;tt7939766,tt0338013,tt2401878,tt0383028
nm0442241;Philip Kaufman;writer,director,producer;tt0086197,tt0096332,tt0082971,tt0077745
nm0443505;Clay Kaytis;director,writer,producer;tt17220704,tt2990140,tt1985949,tt19866966
nm0445844;Bob Kellett;director,producer,writer;tt0072564,tt0073407,tt0075696,tt0281872
nm0446819;Richard Kelly;writer,producer,director;tt0246578,tt0405336,tt0362478,tt0421054
nm0450194;Alek Keshishian;director,writer,producer;tt21819250,tt0102370,tt1536048
nm0452319;Beeban Kidron;director,producer,writer;tt0098032,tt0114682,tt0317198,tt3101474
nm0454028;Anthony Kimmins;writer,director,producer;tt0049771,tt0039627,tt0032059,tt0030283
nm0456426;Sakari Kirjavainen;director,editor,editorial_department;tt1731755,tt0277392,tt0378848,tt0818808
nm0459567;León Klimovsky;director,writer,actor;tt0054165,tt0047379,tt0053238,tt0127017
nm0461497;Bernard Knowles;director,cinematographer,producer;tt0026029,tt0039594,tt0046166,tt0041744
nm0464526;Stephan Komandarev;director,writer,producer;tt27996716,tt10535594,tt1178197,tt6467968
nm0465551;Martin Koolhoven;writer,director,actor;tt1895315,tt0795441,tt0408302,tt0239020
nm0466099;Alexander Korda;producer,director,miscellaneous;tt0025681,tt0041959,tt0035446,tt0009857
nm0466349;Baltasar Kormákur;producer,writer,director;tt0805576,tt1114712,tt1272878,tt3561180
nm0468007;Jan Kounen;director,writer,actor;tt0276830,tt0108485,tt0493101,tt32642156
nm0469694;Wayne Kramer;writer,director,art_department;tt0318374,tt0404390,tt0297284,tt0924129
nm0471086;Marco Kreuzpaintner;director,producer,writer;tt10569934,tt18347622,tt14190592,tt7095194
nm0474955;Roger Kumble;director,producer,writer;tt0139134,tt0253867,tt0433400,tt2316548
nm0477035;Corey Yuen;actor,stunts,director;tt0094374,tt0425637,tt0106936,tt0293662
nm0477129;Ken Kwapis;director,producer,writer;tt4947608,tt1178665,tt3095080,tt1430615
nm0478172;Karsten Kiilerich;director,writer,animation_department;tt0396042,tt11319278,tt4144206,tt0189205
nm0478176;Harry Kümel;director,writer,cinematographer;tt0067386,tt0064686,tt0101805,tt0122571
nm0482537;René Laloux;writer,director,animation_department;tt0070544,tt0084315,tt0309566,tt0095525
nm0487166;Yorgos Lanthimos;director,producer,writer;tt3464902,tt5715874,tt1379182,tt14230458
nm0488574;José Ramón Larraz;director,writer,actor;tt0072239,tt0065210,tt0081432,tt0072354
nm0491259;Mélanie Laurent;actress,director,writer;tt0361748,tt1532503,tt1670345,tt6341832
nm0491626;Georges Lautner;director,writer,assistant_director;tt0082949,tt0057591,tt0192056,tt0095567
nm0492006;Gabriele Lavia;actor,writer,director;tt0073582,tt0192474,tt0091921,tt0080923
nm0492974;Quentin Lawrence;director,producer,miscellaneous;tt0054518,tt0197179,tt0056216,tt0197188
nm0494885;Philip Leacock;director,producer,assistant_director;tt0047736,tt0056397,tt0050507,tt0049787
nm0496746;J. Lee Thompson;director,writer,producer;tt0054953,tt0051204,tt0068408,tt0055824
nm0497274;Francis Lee;actor,director,writer;tt5635086,tt7983894,tt2140519,tt3091196
nm0499448;Gilles Legrand;assistant_director,producer,director;tt1149361,tt0117477,tt0191636,tt0362048
nm0500896;David Leland;actor,writer,director;tt0094331,tt0185906,tt0091538,tt0437954
nm0500988;Claude Lelouch;director,writer,producer;tt0061138,tt0113828,tt0328802,tt0116555
nm0501281;Ella Lemhagen;director,script_department,writer;tt1067733,tt0171851,tt1815782,tt0116149
nm0501764;Ulisse Lendaro;producer,director,actor;tt7884406,tt13241830,tt13239430,tt0244653
nm0502391;Umberto Lenzi;writer,director,actor;tt0093090,tt0061045,tt0075720,tt0075152
nm0502577;Brett Leonard;director,producer,writer;tt0114857,tt0104692,tt13648092,tt0113303
nm0502987;Po-Chih Leong;director,writer,actor;tt0120894,tt5156532,tt0102899,tt0087137
nm0504513;Richard Lester;director,producer,writer;tt0058182,tt0064074,tt0072281,tt0073012
nm0504642;Louis Leterrier;director,producer,actor;tt0800080,tt5433140,tt0293662,tt1670345
nm0505610;Henry Levin;director,miscellaneous,actor;tt0050135,tt0060728,tt0052948,tt0037698
nm0506290;Kristian Levring;director,writer,editor;tt2720680,tt1135922,tt0208911,tt0870984
nm0506405;Eugene Levy;actor,writer,producer;tt0310281,tt0218839,tt0118111,tt0163651
nm0506613;Shawn Levy;producer,director,actor;tt6263850,tt6264654,tt2543164,tt2463208
nm0508208;Fernando León de Aranoa;writer,director,producer;tt13066182,tt3577624,tt0319769,tt0116274
nm0509633;Jens Lien;director,producer,writer;tt0808185,tt1601227,tt0355611,tt0283505
nm0509852;Sébastien Lifshitz;director,writer,actor;tt0364120,tt11753696,tt21875250,tt10785618
nm0509870;Luciano Ligabue;music_artist,actor,composer;tt0169164,tt6917242,tt0287393,tt9323156
nm0510731;Doug Liman;producer,director,miscellaneous;tt1631867,tt0117802,tt0977855,tt3359350
nm0511951;Jan Lindqvist;stunts,visual_effects,director;tt5209822,tt0111427,tt0062900,tt12540848
nm0512003;Åke Lindman;actor,director,writer;tt0048752,tt0076804,tt0091095,tt0107078
nm0512862;Caroline Link;director,writer,miscellaneous;tt0161860,tt0116692,tt0161935,tt5581284
nm0513754;Matt Lipsey;director,producer,camera_department;tt10986410,tt2674806,tt0358856,tt0299285
nm0513974;Steven Lisberger;writer,director,producer;tt0084827,tt1104001,tt6604188,tt0078780
nm0516360;Ken Loach;director,writer,producer;tt8359816,tt1924394,tt5168192,tt0460989
nm0518644;Richard Loncraine;director,writer,actor;tt0114279,tt0185906,tt0314097,tt4538916
nm0519267;Patrick Longchamps;director,writer;tt0073712
nm0520485;Peter Lord;producer,animation_department,director;tt0435939,tt0120630,tt0424095,tt0312004
nm0520749;Robert Lorenz;director,producer,writer;tt15782690,tt0327056,tt2179136,tt2083383
nm0521334;Joseph Losey;director,producer,writer;tt0057490,tt0067144,tt0061328,tt0074916
nm0521803;Aku Louhimies;director,writer,producer;tt4065552,tt27579939,tt26440778,tt4699982
nm0522123;Eugène Lourié;art_director,production_designer,director;tt0045546,tt0031885,tt0028950,tt0052611
nm0523276;Declan Lowney;director,producer,actor;tt32359602,tt10986410,tt0469021,tt20887486
nm0523932;Ernst Lubitsch;director,actor,writer;tt0035446,tt0035979,tt0033045,tt0031725
nm0524516;Daniele Luchetti;director,writer,actor;tt0102693,tt0846040,tt0095048,tt1509636
nm0525303;Baz Luhrmann;writer,producer,director;tt0203009,tt0455824,tt1343092,tt3704428
nm0525659;Robert Luketic;director,writer,producer;tt1142988,tt1103153,tt0250494,tt0478087
nm0527475;John Luton;writer,editor,producer;tt10648372,tt1311699,tt1965057,tt0407190
nm0530975;Dick Maas;writer,producer,director;tt4291700,tt1167675,tt0094651,tt0091060
nm0531674;David MacDonald;director,producer,assistant_director;tt0052467,tt0174521,tt0032789,tt0032693
nm0531817;Kevin Macdonald;director,producer,writer;tt0455590,tt1894476,tt4761112,tt0473705
nm0533241;Alexander Mackendrick;writer,director,art_department;tt0044876,tt0048281,tt0045654,tt0051036
nm0533284;David Mackenzie;director,producer,writer;tt2567712,tt1439572,tt2582782,tt0466816
nm0533334;John Mackenzie;director,editor,miscellaneous;tt0081070,tt0093044,tt0194350,tt0099991
nm0533559;Douglas Mackinnon;director,executive,writer;tt1869454,tt1475582,tt2303687,tt0416210
nm0534084;Ian MacNaughton;director,actor,producer;tt0063929,tt0066765,tt0063944,tt0164268
nm0535234;Ole Christian Madsen;director,writer,producer;tt0920458,tt0285280,tt0170407,tt3119360
nm0536632;Sharon Maguire;director,producer,writer;tt1473832,tt0243155,tt0984200,tt9204146
nm0537985;Dino Maiuri;writer,director,actor;tt0062707,tt0060592,tt0132318,tt0050369
nm0538614;Kelly Makin;director,producer,miscellaneous;tt1159996,tt1059475,tt0262985,tt0130121
nm0540962;Mathias Malzieu;writer,actor,director;tt1181840,tt9209312,tt5991456,tt11287126
nm0541391;Milcho Manchevski;director,writer,producer;tt0110882,tt9392618,tt0306414,tt5791442
nm0542720;Delbert Mann;director,producer,assistant_director;tt0048356,tt0046637,tt0052182,tt0053065
nm0543596;Peter Manoogian;assistant_director,producer,director;tt0089060,tt0082533,tt0091003,tt0101366
nm0545356;Olivier Marchal;actor,writer,director;tt0390808,tt1429534,tt1099219,tt15713012
nm0545729;Mikael Marcimain;director,assistant_director,writer;tt1977739,tt2058617,tt1340800,tt0465689
nm0546905;Václav Marhoul;actor,producer,director;tt1667354,tt1224376,tt0378341,tt0109101
nm0551076;Neil Marshall;producer,director,writer;tt0280609,tt0435625,tt0483607,tt1020558
nm0552830;Murray Martin;director,producer,actor;tt0112942,tt0288102,tt0097571,tt1857764
nm0553237;Pierre-François Martin-Laval;actor,miscellaneous,writer;tt0473910,tt1337152,tt4693588,tt24053750
nm0553379;Renzo Martinelli;writer,director,producer;tt0214265,tt0111073,tt0775090,tt0928124
nm0553662;Philippe Martinez;producer,writer,director;tt9788418,tt22805590,tt0433387,tt7043534
nm0553941;Sergio Martino;director,writer,production_manager;tt0091166,tt0081467,tt0085125,tt0076360
nm0557608;Nicholas Mastandrea;assistant_director,camera_department,producer;tt1517260,tt1276104,tt0117571,tt2140379
nm0557840;Camillo Mastrocinque;director,writer,assistant_director;tt0033882,tt0032400,tt0039857,tt0261538
nm0559769;Bruno Mattei;editor,director,writer;tt0092921,tt0098321,tt0083017,tt0094059
nm0560135;Paul Matthews;producer,writer,director;tt0264410,tt0225865,tt0277555,tt0162211
nm0562645;Les Mayfield;producer,director,camera_department;tt0181316,tt0399327,tt0119137,tt0104187
nm0562775;Mimi Maynard;actress,director,casting_director;tt0102034,tt0081375,tt0397101,tt0101912
nm0563339;Vassilis Mazomenos;producer,production_designer,director;tt14605066,tt10761128,tt2006670,tt0239657
nm0563748;Achero Mañas;actor,director,writer;tt0243794,tt0376800,tt0154294,tt1592534
nm0563814;John McKay;director,producer,writer;tt0157550,tt6742296,tt0245407,tt0177392
nm0565251;Michael McCarthy;director,writer,actor;tt0051105,tt0043832,tt0047474,tt0053140
nm0567620;John Michael McDonagh;writer,director,producer;tt1540133,tt2234003,tt3696180
nm0568546;Vincent McEveety;director,assistant_director,producer;tt0052522,tt0060028,tt0051328,tt0057765
nm0569790;Douglas McGrath;writer,actor,director;tt0116191,tt0109348,tt0147612,tt0465538
nm0569825;Joseph McGrath;director,producer,writer;tt0061452,tt0081431,tt0062625,tt0128004
nm0570865;Colin McIvor;director,writer,assistant_director;tt3688342,tt1496473,tt0492451,tt0220066
nm0572132;Andrew V. McLaglen;director,assistant_director,producer;tt0078492,tt0063060,tt0065150,tt0067109
nm0574625;James McTeigue;director,producer,assistant_director;tt0434409,tt1486192,tt1186367,tt3247714
nm0575523;Julio Medem;director,writer,producer;tt0254455,tt1263750,tt0133363,tt0106305
nm0576298;Olivier Megaton;director,writer,assistant_director;tt1129442,tt1657507,tt0178655,tt2446042
nm0576987;Fernando Meirelles;director,writer,producer;tt0387131,tt0861689,tt8404614,tt0317248
nm0578483;Jean-Pierre Melville;writer,director,actor;tt0062229,tt0065531,tt0054821,tt0055082
nm0580351;Stephen Merchant;writer,producer,actor;tt0445114,tt6513120,tt3315342,tt2584384
nm0580698;Isabelle Mergault;actress,writer,director;tt0450664,tt1473142,tt1024899,tt0083734
nm0580982;Agnès Merlet;director,writer,editor;tt0106904,tt0123385,tt0124077,tt1692098
nm0585011;Roger Michell;director,writer,producer;tt0125439,tt0489327,tt0375735,tt4411596
nm0586123;Radu Mihaileanu;writer,director,assistant_director;tt0170705,tt1320082,tt0388505,tt0108376
nm0587085;Christopher Miles;director,writer,producer;tt0057506,tt0066528,tt0071798,tt0261802
nm0590055;John Mills;actor,producer,director;tt0038574,tt0054357,tt0060395,tt0066319
nm0591450;Rob Minkoff;producer,director,animation_department;tt0110357,tt0243585,tt0865556,tt0338094
nm0591994;Lexi Alexander;director,writer,producer;tt0385002,tt0450314,tt0329245,tt19865716
nm0593463;John Cameron Mitchell;actor,director,writer;tt0248845,tt0367027,tt3859310,tt0935075
nm0595063;Giuseppe Moccia;writer,director,assistant_director;tt0080439,tt0058298,tt0082562,tt0079837
nm0595586;Robbie Moffat;producer,director,writer;tt8917250,tt13838038,tt13286368,tt5162904
nm0596403;Andrea Molaioli;director,assistant_director,camera_department;tt0770829,tt1582207,tt4379536,tt7197684
nm0596407;Hans Petter Moland;director,writer,actor;tt2675914,tt0168446,tt7319496,tt5719748
nm0597026;Jesper Møller;director,writer,animation_department;tt0371552,tt0271263,tt5746054,tt0437503
nm0600409;Daniel Monzón;writer,director,actor;tt1242422,tt0205843,tt2093990,tt11892272
nm0600546;Lukas Moodysson;director,writer,camera_department;tt0150662,tt0300140,tt0203166,tt2364975
nm0601382;John Moore;camera_department,director,producer;tt0467197,tt0377062,tt0466909,tt0159273
nm0602454;Christopher Morahan;director,producer,actor;tt0086739,tt0297625,tt0958966,tt0297621
nm0603628;Pierre Morel;camera_department,cinematographer,director;tt0414852,tt0936501,tt2515034,tt6850820
nm0604335;Nanni Moretti;producer,writer,director;tt0208990,tt0109382,tt1456472,tt0098055
nm0605186;Anders Morgenthaler;writer,director,actor;tt0419073,tt0838224,tt1935896,tt3004746
nm0605513;Cyril Morin;composer,writer,director;tt17067574,tt9681686,tt10322172,tt0196069
nm0607407;Paul Morrissey;director,writer,cinematographer;tt0089607,tt2354274,tt0076161,tt0071233
nm0607422;Paul Morrison;director,writer,producer;tt0334725,tt0181830,tt9699620,tt1104083
nm0608714;Scott Mosier;producer,writer,art_department;tt0109445,tt0118842,tt0113749,tt0261392
nm0610303;John Llewellyn Moxey;director,assistant_director,producer;tt0054518,tt0064366,tt0060009,tt0061277
nm0611683;Russell Mulcahy;director,producer,writer;tt0091203,tt0432021,tt1567432
nm0611932;Peter Mullan;actor,director,writer;tt0318411,tt1204340,tt0206634,tt1568911
nm0612730;Jag Mundhra;director,writer,editor;tt0280465,tt0095400,tt0103124,tt0110118
nm0617042;Mark Mylod;producer,director,miscellaneous;tt7660850,tt0944947,tt1586680,tt2699110
nm0619599;Chris Nahon;director,writer,editor;tt0271027,tt0402158,tt15234438,tt4327752
nm0619762;Mira Nair;director,producer,actress;tt0265343,tt0096028,tt0102456,tt2032557
nm0619923;Olivier Nakache;writer,producer,director;tt1675434,tt8655470,tt5699154,tt11080216
nm0620576;Bharat Nalluri;director,producer,writer;tt10399902,tt11662534,tt0429087,tt8000674
nm0623768;Ronald Neame;cinematographer,director,producer;tt0038574,tt0043594,tt0069113,tt0037558
nm0624423;Antonio Negret;director,producer,writer;tt13833978,tt28554021,tt7569592,tt1935194
nm0624535;Jean Negulesco;director,writer,assistant_director;tt0050208,tt0045891,tt0040495,tt0047580
nm0625080;Alice Nellis;writer,director,actress;tt0289786,tt0230183,tt0977666,tt3010656
nm0627684;Peter Newbrook;camera_department,cinematographer,producer;tt0056172,tt0050212,tt0059237,tt0067126
nm0627864;Sam Newfield;director,writer,producer;tt0039133,tt0041918,tt0164611,tt0265608
nm0627920;Jeff Newitt;animation_department,director,art_department;tt0206359,tt1430626,tt0424095,tt0120630
nm0628146;Jonathan Newman;director,writer,producer;tt1629443,tt1502420,tt10919370,tt0204885
nm0629272;Andrew Niccol;writer,director,producer;tt0119177,tt0120382,tt1637688,tt1517260
nm0629334;McG;producer,miscellaneous,director;tt0305357,tt0438488,tt13186604,tt11024272
nm0631799;Nikos Nikolaidis;writer,director,producer;tt0093791,tt0094097,tt0352531,tt0100623
nm0634240;Christopher Nolan;writer,producer,director;tt6723592,tt1375666,tt0816692,tt0482571
nm0635554;Leslie Norman;director,editor,producer;tt0054518,tt0063893,tt0054037,tt0022136
nm0635759;Stephen Norrington;special_effects,make_up_department,visual_effects;tt0311429,tt0089908,tt0275468,tt0109575
nm0637518;Phillip Noyce;producer,director,writer;tt0252444,tt0258068,tt0435651,tt0108162
nm0637615;Gaspar Noé;director,writer,producer;tt1191111,tt0290673,tt8359848,tt0157016
nm0638080;Trevor Nunn;director,miscellaneous,writer;tt0117991,tt1707386,tt0188453,tt5697572
nm0640466;Pat O'Connor;director,producer,assistant_director;tt0327464,tt0230838,tt0099594,tt0093562
nm0640496;Willy Roe;producer,director,miscellaneous;tt0078092,tt0078991,tt0079768,tt0060177
nm0640740;Damien O'Donnell;director,producer,writer;tt0166175,tt0112259,tt0417791,tt1360827
nm0642041;Morgan O'Neill;writer,actor,producer;tt18258908,tt9548022,tt1714833,tt1132285
nm0642823;Thaddeus O'Sullivan;director,cinematographer,miscellaneous;tt0099389,tt0114007,tt1773058,tt0992993
nm0643422;Michael Oblowitz;director,cinematographer,producer;tt0117898,tt0231908,tt1533084,tt7020000
nm0647438;Ermanno Olmi;director,writer,cinematographer;tt0077138,tt0095513,tt0055320,tt0245276
nm0648576;David Ondricek;director,producer,writer;tt1860359,tt4806220,tt4190530,tt0219288
nm0649096;Marcel Ophüls;director,writer,actor;tt0095341,tt0066904,tt0111598,tt0074891
nm0649097;Max Ophüls;director,writer,producer;tt0042906,tt0028347,tt0048308,tt0045034
nm0649117;Niels Arden Oplev;director,producer,writer;tt1132620,tt0425235,tt9179230,tt2039338
nm0652261;Amando de Ossorio;writer,director,special_effects;tt0060886,tt0066144,tt0062957,tt0058068
nm0654830;François Ozon;director,writer,editor;tt1964624,tt0283832,tt2752200,tt0324133
nm0654858;Ferzan Özpetek;director,writer,assistant_director;tt0274497,tt0352343,tt1405810,tt0119248
nm0655053;Sergio Pablos;animation_department,art_department,producer;tt4729430,tt1323594,tt1436562,tt0133240
nm0655065;Georg Wilhelm Pabst;director,producer,writer;tt0033796,tt0040714,tt0031508,tt0023956
nm0657372;Mark Palansky;director,producer,writer;tt0213149,tt0120591,tt0399201,tt0472160
nm0657509;Oreste Palella;writer,actor,director;tt0155109,tt0046133,tt0056558,tt0039254
nm0660245;Christopher Papakaliatis;actor,writer,director;tt3909336,tt2400283,tt0310227,tt16447750
nm0660873;Giulio Paradisi;actor,writer,director;tt0080100,tt0056801,tt0053779,tt0164196
nm0662529;Oliver Parker;director,actor,producer;tt1634122,tt0114057,tt0278500,tt0964587
nm0662530;Ol Parker;writer,director,producer;tt1937264,tt6911608,tt1412386,tt14109724
nm0663577;Robert Parrish;actor,director,editor;tt0061452,tt0039204,tt0041113,tt0056096
nm0663653;Gordon Parry;director,producer,location_management;tt0040874,tt0044749,tt0046558,tt0041704
nm0664273;Cornel Wilde;actor,director,producer;tt0037865,tt0044672,tt0066154,tt0060736
nm0664852;Ivan Passer;director,writer,assistant_director;tt0060543,tt0058080,tt0095280,tt0072600
nm0665041;David Pastor;writer,producer,director;tt0806203,tt14400246,tt1935914,tt2140379
nm0665262;Vincent Patar;director,animation_department,actor;tt1433540,tt1816518,tt0298495,tt3614440
nm0667447;Vlad Paunescu;producer,cinematographer,miscellaneous;tt3861802,tt0454919,tt11289168,tt0790686
nm0667734;Pawel Pawlikowski;director,writer,producer;tt2718492,tt6543652,tt0382189,tt0258761
nm0667767;George Pavlou;producer,director,writer;tt0091829,tt4563064,tt0090233,tt0133064
nm0668350;Jamie Payne;director,producer,editorial_department;tt3155298,tt1778108,tt4604612,tt0808096
nm0671862;Roger Vadim;writer,director,actor;tt0062711,tt0060271,tt0050929,tt0089346
nm0672015;Zak Penn;writer,producer,script_department;tt1677720,tt0848228,tt0800080,tt0290334
nm0672543;Clare Peploe;writer,director,assistant_director;tt0095303,tt0253840,tt0114303,tt0082207
nm0674020;Osgood Perkins;actor,writer,director;tt3286052,tt5059406,tt0250494,tt0274812
nm0677953;Donald Petrie;director,actor,producer;tt0251127,tt0212346,tt0107050,tt0095690
nm0678963;Peyo;writer,director,music_department;tt0081933,tt0472181,tt0074539,tt2017020
nm0682287;Arthur C. Pierce;writer,director,producer;tt0061203,tt0059290,tt0087479,tt0060272
nm0685759;Pitof;producer,visual_effects,director;tt0164961,tt0327554,tt0118583,tt28460246
nm0687042;Paco Plaza;director,writer,producer;tt1038988,tt5862312,tt1649444,tt1245112
nm0687751;Rodrigo Plá;director,producer,assistant_director;tt1204366,tt1039652,tt9056484,tt4569240
nm0688585;Jean-Marie Poiré;writer,director,producer;tt0108500,tt0189192,tt0100303,tt0120882
nm0689659;George Pollock;assistant_director,director,special_effects;tt0038574,tt0037558,tt0061075,tt0058846
nm0690597;Gillo Pontecorvo;director,writer,assistant_director;tt0058946,tt0052961,tt0079655,tt0064866
nm0690787;Hans Pool;director,cinematographer,writer;tt7844518,tt12330850,tt7842074,tt3510434
nm0691547;Erik Poppe;director,producer,cinematographer;tt7959216,tt2353767,tt0948544,tt0427339
nm0693376;Gerald Potterton;director,writer,animation_department;tt0082509,tt0059631,tt0063823,tt0055849
nm0693844;Eléonore Pourriat;actress,writer,director;tt2914386,tt1684911,tt6857988,tt26448558
nm0694137;Ian Powell;writer,producer,director;tt2565974,tt1577064,tt0118091,tt6880598
nm0695937;Otto Preminger;director,producer,actor;tt0046359,tt0052561,tt0037008,tt0046828
nm0696247;Emeric Pressburger;writer,producer,director;tt0038733,tt0040725,tt0044103,tt0035153
nm0698493;Pat Proft;writer,actor,miscellaneous;tt0102059,tt0120901,tt0306047,tt0107144
nm0700301;Robert Pulcini;director,writer,editor;tt0305206,tt1623742,tt11527058,tt7660850
nm0700659;Massimo Pupillo;director,writer,assistant_director;tt0058983,tt0126193,tt0060049,tt0061404
nm0703368;Giulio Questi;director,writer,actor;tt0257713,tt0185877,tt0061994,tt0055028
nm0705535;Michael Radford;director,writer,producer;tt0110877,tt0087803,tt0379889,tt2113659
nm0705589;Martin Radich;cinematographer,director,camera_department;tt1037035,tt3190138,tt0206038,tt0262443
nm0708903;Lynne Ramsay;director,writer,producer;tt1242460,tt5742374,tt0171685,tt0300214
nm0710230;Arthur Rankin Jr.;producer,director,writer;tt0084237,tt0192803,tt0077687,tt0076294
nm0711840;Brett Ratner;producer,director,music_department;tt0289765,tt0376994,tt0120812,tt1267297
nm0715346;Carol Reed;director,producer,assistant_director;tt0041959,tt0063385,tt0040338,tt0039677
nm0715636;Peyton Reed;director,producer,actor;tt0478970,tt0204946,tt5095030,tt10954600
nm0716135;Tom Reeve;producer,assistant_director,director;tt0280609,tt0306892,tt12627606,tt22801178
nm0716257;Matt Reeves;producer,writer,director;tt1877830,tt1228987,tt3450958,tt2103281
nm0716347;Nicolas Winding Refn;writer,director,producer;tt1974419,tt1602613,tt0780504,tt0862467
nm0717678;Fergal Reilly;art_department,director,animation_department;tt0400717,tt0316654,tt0129167,tt0181739
nm0718125;Athina Rachel Tsangari;producer,director,writer;tt1691323,tt3526706,tt0269876,tt13610344
nm0719307;Johan Renck;director,producer,actor;tt7366338,tt0903747,tt1520211,tt3520702
nm0719756;Jean Renoir;writer,director,actor;tt0031885,tt0028950,tt0043972,tt0038107
nm0720135;John Requa;producer,writer,director;tt1045772,tt5555260,tt2381941,tt0870154
nm0720297;Alain Resnais;director,editor,writer;tt0052893,tt0119828,tt0081176,tt0054632
nm0721817;Kevin Reynolds;director,writer,assistant_director;tt0114898,tt0102798,tt0245844,tt3231054
nm0723285;Giulio Ricciarelli;actor,producer,director;tt3825638,tt1521016,tt0454978,tt12680684
nm0723470;John Rice;animation_department,director,art_department;tt6095472,tt0462538,tt14145426,tt2861424
nm0724798;Tony Richardson;director,producer,writer;tt0057590,tt0055506,tt0056194,tt0087428
nm0724829;Claudia Richarz;director,cinematographer,producer;tt27836791,tt0246348,tt2316841,tt7003346
nm0724938;Jean-François Richet;director,writer,editor;tt1259014,tt0411272,tt0115079,tt5884796
nm0726166;Leni Riefenstahl;producer,director,actress;tt0022694,tt0030522,tt0030523,tt0046431
nm0727211;Wolf Rilla;director,writer,producer;tt0054443,tt0114852,tt0050934,tt0046045
nm0729626;Jacques Rivette;director,writer,actor;tt0101428,tt0242994,tt0094709,tt0054156
nm0732430;Bruce Robinson;actor,writer,director;tt0094336,tt0087553,tt0063518,tt0104549
nm0733713;Vito Rocco;director,writer,actor;tt0393334,tt1080012,tt0277422,tt0483862
nm0734466;Franc Roddam;writer,producer,director;tt0120756,tt0092580,tt1082585,tt0079766
nm0738796;Mark Romanek;director,producer,writer;tt1334260,tt0265459,tt8741290,tt0420323
nm0740213;Darrell Roodt;director,writer,miscellaneous;tt0419279,tt4786108,tt0118927,tt6149936
nm0742034;Martin Rosen;producer,director,writer;tt0078480,tt0094023,tt0090037,tt0084509
nm0742146;Michael Rosenbaum;actor,writer,producer;tt6791350,tt3896198,tt0279600,tt0146336
nm0744023;Roberto Rossellini;writer,director,producer;tt0038823,tt0038890,tt0046511,tt0039417
nm0744810;Cy Roth;assistant_director,director,writer;tt0046977,tt0047805,tt0039339,tt0050811
nm0745131;Marc Rothemund;director,assistant_director,producer;tt0426578,tt6175820,tt1620466,tt0157990
nm0748066;Henry Alex Rubin;director,writer,assistant_director;tt0436613,tt0172493,tt1433811,tt7042838
nm0749914;Raúl Ruiz;director,writer,producer;tt0100275,tt0084824,tt0119242,tt0117968
nm0750275;Björn Runge;director,writer,camera_department;tt3750872,tt0347457,tt0496546,tt14909314
nm0750857;Josef Rusnak;director,writer,assistant_director;tt0139809,tt0087529,tt0120685,tt1800671
nm0755158;Ira Sachs;director,writer,producer;tt2011953,tt16252698,tt4919484,tt2639344
nm0757790;Luciano Salce;actor,director,writer;tt0166135,tt0056665,tt0063421,tt0071121
nm0758431;Robert Salis;director,writer,producer;tt0340137,tt1339461,tt0163923,tt0477277
nm0758574;Walter Salles;director,producer,writer;tt0140888,tt0318462,tt14961016,tt0114651
nm0759070;James Salter;writer,director;tt0064253,tt0083197,tt0051750,tt0065094
nm0759207;Victor Salva;writer,director,producer;tt0114168,tt0301470,tt0263488,tt0171698
nm0759270;Pierre Salvadori;writer,director,actor;tt7534068,tt0482088,tt0106573,tt0222222
nm0759368;Gabriele Salvatores;director,writer,actor;tt0119794,tt0326977,tt3078296,tt1002536
nm0762727;Jimmy Sangster;writer,miscellaneous,assistant_director;tt0051554,tt0065851,tt0068577,tt0056219
nm0763513;Giancarlo Santi;assistant_director,director,production_manager;tt0060196,tt0064116,tt0186470,tt0068657
nm0765430;Joseph W. Sarno;director,writer,editor;tt0069914,tt0183195,tt0153206,tt0077590
nm0765856;Peter Sasdy;director,producer,writer;tt0085863,tt0062574,tt0076909,tt0147770
nm0766755;Charles Saunders;director,editor,editorial_department;tt0137986,tt0022811,tt0037352,tt0181395
